Age,Hours_Per_Week,Work_Life_Balance_Score,Average_Salary,Social_Isolation_Score,Burnout_Level,Physical_Issue_Count,Gender_Female,Work_Arrangement_Onsite,Industry_Professional Services,Work_Arrangement_Hybrid,Region_South America,Industry_Technology,Region_Africa,Region_Europe
52,51,1,70.0,2,2,3,0.0,0.0,True,1.0,0.0,False,1.0,0.0
39,47,4,70.0,3,0,2,1.0,0.0,False,1.0,1.0,True,0.0,0.0
53,41,2,90.0,4,2,1,0.0,0.0,False,0.0,0.0,True,0.0,1.0
40,36,4,90.0,4,1,2,0.0,0.0,False,0.0,0.0,True,1.0,0.0
47,58,4,70.0,4,0,2,0.0,0.0,False,1.0,0.0,False,1.0,0.0
61,53,4,90.0,2,0,2,0.0,1.0,False,0.0,0.0,False,0.0,1.0
63,49,4,70.0,1,1,3,1.0,1.0,False,0.0,1.0,False,0.0,0.0
32,57,4,90.0,5,0,1,0.0,0.0,False,1.0,0.0,False,0.0,0.0
37,48,2,120.0,3,2,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
45,39,5,110.0,3,2,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
54,35,3,90.0,3,2,2,0.0,0.0,True,1.0,1.0,False,0.0,0.0
43,61,4,70.0,5,0,2,0.0,0.0,False,0.0,1.0,False,0.0,0.0
40,48,1,90.0,4,1,2,0.0,0.0,False,0.0,0.0,False,0.0,0.0
56,57,4,70.0,3,1,2,1.0,1.0,False,0.0,1.0,False,0.0,0.0
28,48,3,70.0,2,1,1,0.0,1.0,True,0.0,0.0,False,0.0,1.0
63,57,4,70.0,2,1,3,1.0,0.0,False,0.0,1.0,False,0.0,0.0
63,53,4,110.0,1,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
56,50,3,70.0,1,0,3,1.0,0.0,False,1.0,0.0,False,0.0,1.0
52,64,1,70.0,4,1,1,1.0,0.0,False,1.0,0.0,False,1.0,0.0
62,53,4,90.0,2,1,2,0.0,0.0,False,1.0,1.0,True,0.0,0.0
61,58,4,50.0,3,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
58,44,3,120.0,1,2,3,1.0,1.0,True,0.0,1.0,False,0.0,0.0
60,44,2,50.0,2,0,1,0.0,0.0,False,1.0,0.0,False,1.0,0.0
38,42,1,70.0,4,2,2,1.0,0.0,False,1.0,0.0,False,0.0,0.0
24,45,1,90.0,4,0,3,1.0,0.0,False,1.0,0.0,False,0.0,0.0
54,37,5,90.0,1,2,3,1.0,1.0,False,0.0,0.0,False,0.0,1.0
51,63,1,70.0,2,2,1,1.0,1.0,True,0.0,0.0,False,1.0,0.0
25,45,3,110.0,4,1,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
41,57,3,120.0,2,1,3,0.0,1.0,False,0.0,0.0,False,0.0,0.0
38,53,3,70.0,4,2,1,1.0,0.0,False,1.0,0.0,True,0.0,0.0
37,41,4,50.0,1,1,2,1.0,1.0,True,0.0,0.0,False,0.0,1.0
60,40,3,70.0,3,1,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
25,48,3,90.0,1,1,1,0.0,0.0,True,1.0,0.0,False,0.0,1.0
34,58,2,70.0,3,2,2,1.0,0.0,False,0.0,0.0,True,1.0,0.0
61,52,5,70.0,3,1,1,1.0,1.0,True,0.0,0.0,False,0.0,1.0
48,58,4,90.0,5,2,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
45,36,1,50.0,2,2,3,1.0,0.0,False,1.0,1.0,False,0.0,0.0
52,53,1,70.0,2,2,3,1.0,1.0,True,0.0,0.0,False,0.0,0.0
41,47,3,90.0,2,2,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
44,40,4,70.0,1,1,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
33,44,3,70.0,3,2,1,0.0,0.0,False,0.0,0.0,False,0.0,0.0
41,41,3,70.0,3,2,2,1.0,0.0,False,1.0,0.0,False,0.0,0.0
45,48,1,50.0,1,0,3,0.0,0.0,False,1.0,0.0,False,1.0,0.0
35,50,3,110.0,3,2,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
59,60,2,70.0,3,2,2,0.0,1.0,True,0.0,0.0,False,0.0,0.0
51,44,4,120.0,1,0,1,1.0,0.0,False,1.0,1.0,True,0.0,0.0
30,43,2,70.0,1,2,1,0.0,0.0,False,0.0,0.0,False,0.0,0.0
27,62,4,50.0,3,2,1,0.0,1.0,False,0.0,0.0,False,0.0,0.0
55,57,2,70.0,4,1,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
50,40,3,90.0,1,0,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
48,42,1,110.0,1,1,2,0.0,0.0,False,1.0,0.0,True,0.0,0.0
53,58,5,110.0,3,0,2,0.0,1.0,True,0.0,0.0,False,0.0,0.0
60,46,5,70.0,4,2,3,1.0,0.0,True,1.0,0.0,False,0.0,1.0
63,64,4,90.0,4,2,1,0.0,0.0,True,0.0,1.0,False,0.0,0.0
35,50,3,110.0,4,2,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
57,65,1,50.0,2,2,3,0.0,0.0,False,1.0,1.0,True,0.0,0.0
46,52,5,110.0,3,0,3,0.0,1.0,False,0.0,0.0,False,0.0,0.0
56,37,3,90.0,5,0,2,0.0,0.0,False,0.0,0.0,True,0.0,1.0
33,49,1,110.0,2,2,2,0.0,1.0,False,0.0,0.0,True,0.0,0.0
34,37,5,90.0,4,0,1,1.0,0.0,False,0.0,0.0,False,0.0,1.0
55,35,3,70.0,1,2,2,1.0,0.0,False,0.0,1.0,True,0.0,0.0
45,61,3,110.0,5,1,1,1.0,0.0,True,1.0,0.0,False,0.0,0.0
61,38,4,70.0,1,2,3,1.0,1.0,False,0.0,0.0,False,0.0,1.0
54,39,1,110.0,4,2,2,0.0,0.0,False,0.0,0.0,False,0.0,0.0
22,60,3,50.0,3,2,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
33,43,4,70.0,4,0,2,0.0,0.0,False,0.0,0.0,False,0.0,0.0
27,51,2,90.0,2,2,1,1.0,1.0,False,0.0,0.0,False,1.0,0.0
32,47,3,70.0,1,0,3,1.0,1.0,False,0.0,1.0,False,0.0,0.0
37,56,3,90.0,2,2,5,0.0,1.0,False,0.0,0.0,False,0.0,0.0
54,36,3,110.0,1,0,1,0.0,1.0,True,0.0,1.0,False,0.0,0.0
39,39,2,90.0,4,2,2,0.0,1.0,False,0.0,1.0,False,0.0,0.0
33,44,1,50.0,1,0,1,1.0,1.0,True,0.0,1.0,False,0.0,0.0
45,44,3,110.0,1,2,3,0.0,1.0,False,0.0,0.0,True,0.0,0.0
49,56,4,90.0,4,0,4,1.0,0.0,False,0.0,1.0,True,0.0,0.0
54,51,2,70.0,1,2,2,1.0,1.0,False,0.0,0.0,False,1.0,0.0
30,41,3,90.0,2,1,1,1.0,0.0,True,1.0,0.0,False,0.0,0.0
46,38,3,70.0,2,2,2,0.0,1.0,True,0.0,0.0,False,0.0,0.0
64,44,2,70.0,4,1,1,1.0,0.0,False,0.0,0.0,True,1.0,0.0
63,65,3,110.0,2,2,3,1.0,0.0,False,1.0,0.0,False,0.0,1.0
43,53,3,90.0,3,2,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
31,35,3,70.0,2,0,2,0.0,0.0,False,1.0,0.0,True,0.0,0.0
59,37,1,70.0,2,2,1,0.0,1.0,False,0.0,0.0,True,0.0,0.0
53,46,3,50.0,3,2,2,0.0,0.0,False,1.0,0.0,False,0.0,1.0
28,50,1,70.0,2,0,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
51,47,2,110.0,3,2,4,1.0,0.0,False,0.0,0.0,False,0.0,0.0
38,42,5,70.0,5,0,1,0.0,0.0,False,0.0,1.0,True,0.0,0.0
47,47,3,70.0,3,2,2,0.0,0.0,False,1.0,0.0,True,0.0,0.0
39,42,3,90.0,2,0,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
58,45,4,110.0,1,2,1,0.0,0.0,False,1.0,1.0,True,0.0,0.0
31,60,5,70.0,4,1,4,1.0,0.0,False,0.0,1.0,True,0.0,0.0
56,47,3,90.0,3,1,1,0.0,1.0,False,0.0,1.0,False,0.0,0.0
56,61,1,90.0,5,0,1,1.0,0.0,True,0.0,0.0,False,0.0,1.0
52,55,3,70.0,3,2,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
28,50,3,70.0,4,2,1,1.0,0.0,False,1.0,0.0,False,1.0,0.0
44,45,3,70.0,2,1,3,1.0,1.0,True,0.0,0.0,False,0.0,0.0
53,38,4,70.0,2,0,3,0.0,0.0,True,1.0,0.0,False,1.0,0.0
58,45,4,110.0,1,0,2,1.0,0.0,False,1.0,0.0,True,0.0,0.0
49,46,2,70.0,3,2,2,1.0,1.0,False,0.0,0.0,False,1.0,0.0
48,40,5,70.0,1,2,1,0.0,1.0,False,0.0,1.0,False,0.0,0.0
27,57,3,70.0,1,1,3,1.0,0.0,False,1.0,0.0,False,1.0,0.0
55,57,5,70.0,2,1,3,1.0,1.0,True,0.0,0.0,False,1.0,0.0
50,41,5,70.0,2,1,1,1.0,0.0,False,1.0,0.0,True,0.0,1.0
23,44,4,90.0,2,2,2,1.0,1.0,True,0.0,0.0,False,0.0,1.0
33,62,5,90.0,5,0,1,0.0,0.0,False,0.0,1.0,False,0.0,0.0
65,53,2,90.0,4,0,4,1.0,0.0,False,0.0,0.0,False,0.0,0.0
52,43,4,110.0,2,1,3,0.0,1.0,False,0.0,0.0,False,0.0,1.0
40,59,3,110.0,1,0,1,0.0,1.0,False,0.0,0.0,True,0.0,1.0
24,62,1,90.0,3,1,3,1.0,1.0,True,0.0,0.0,False,1.0,0.0
55,39,4,90.0,1,2,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
56,47,2,70.0,4,0,3,1.0,0.0,False,1.0,0.0,False,0.0,0.0
51,56,3,50.0,2,1,3,0.0,1.0,False,0.0,1.0,False,0.0,0.0
29,44,5,90.0,2,0,2,0.0,1.0,False,0.0,0.0,False,0.0,1.0
46,61,2,90.0,2,1,1,1.0,1.0,True,0.0,1.0,False,0.0,0.0
25,55,5,70.0,4,0,1,0.0,0.0,False,1.0,1.0,False,0.0,0.0
37,49,2,110.0,4,0,3,0.0,0.0,False,0.0,1.0,True,0.0,0.0
40,47,2,50.0,2,0,1,0.0,1.0,True,0.0,0.0,False,0.0,0.0
55,39,5,70.0,3,1,2,0.0,0.0,False,1.0,1.0,True,0.0,0.0
31,57,4,70.0,1,2,4,0.0,0.0,False,1.0,0.0,False,1.0,0.0
47,42,4,90.0,3,2,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
28,47,2,70.0,2,0,4,1.0,1.0,True,0.0,0.0,False,1.0,0.0
62,49,5,70.0,2,2,1,0.0,0.0,False,1.0,0.0,False,0.0,0.0
50,44,5,50.0,2,0,1,0.0,0.0,False,1.0,0.0,True,1.0,0.0
62,50,4,90.0,2,0,3,1.0,1.0,False,0.0,0.0,False,1.0,0.0
25,38,4,70.0,1,1,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
56,36,5,110.0,2,1,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
60,51,3,110.0,3,2,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
47,47,5,90.0,5,2,2,0.0,0.0,False,0.0,0.0,False,0.0,0.0
45,59,1,70.0,3,0,1,1.0,1.0,True,0.0,0.0,False,1.0,0.0
45,41,3,70.0,5,1,2,0.0,0.0,False,1.0,1.0,False,0.0,0.0
30,36,2,70.0,5,0,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
37,58,3,70.0,3,2,3,1.0,0.0,True,1.0,0.0,False,0.0,0.0
50,39,3,110.0,1,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
36,65,5,110.0,2,1,3,0.0,1.0,False,0.0,0.0,False,1.0,0.0
47,51,2,50.0,2,1,4,0.0,1.0,True,0.0,1.0,False,0.0,0.0
34,40,5,90.0,4,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
55,64,4,110.0,3,1,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
57,61,2,90.0,2,0,1,0.0,1.0,False,0.0,0.0,False,0.0,0.0
34,61,3,70.0,2,0,2,0.0,1.0,True,0.0,0.0,False,0.0,1.0
60,49,1,110.0,1,1,1,0.0,0.0,False,1.0,0.0,True,0.0,0.0
60,42,3,70.0,3,2,1,0.0,0.0,True,0.0,0.0,False,0.0,0.0
59,52,3,90.0,1,2,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
64,53,1,90.0,2,2,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
43,48,2,90.0,1,1,1,1.0,0.0,False,1.0,0.0,True,0.0,0.0
34,49,3,110.0,3,0,2,1.0,0.0,False,0.0,0.0,False,0.0,1.0
43,36,4,70.0,2,2,1,0.0,1.0,False,0.0,0.0,False,0.0,0.0
58,46,5,90.0,1,2,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
27,63,3,50.0,1,2,2,0.0,1.0,False,0.0,1.0,False,0.0,0.0
33,35,2,70.0,1,2,2,0.0,0.0,True,1.0,0.0,False,1.0,0.0
46,58,2,90.0,3,2,1,0.0,0.0,False,1.0,0.0,False,0.0,0.0
52,64,2,90.0,4,0,2,0.0,0.0,True,0.0,0.0,False,0.0,0.0
52,38,3,110.0,2,0,1,1.0,0.0,False,0.0,0.0,False,0.0,0.0
38,41,2,90.0,4,2,3,0.0,0.0,False,1.0,0.0,True,1.0,0.0
37,41,3,70.0,2,2,1,1.0,1.0,True,0.0,0.0,False,0.0,0.0
59,57,3,70.0,4,2,1,0.0,1.0,True,0.0,0.0,False,0.0,0.0
44,59,1,70.0,2,1,1,1.0,1.0,False,0.0,1.0,True,0.0,0.0
51,52,2,70.0,3,2,1,1.0,1.0,False,0.0,1.0,False,0.0,0.0
31,57,2,70.0,2,0,1,1.0,1.0,True,0.0,0.0,False,1.0,0.0
57,49,5,70.0,1,2,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
38,53,3,70.0,2,1,1,0.0,1.0,False,0.0,0.0,True,0.0,0.0
22,39,1,50.0,1,2,1,0.0,1.0,False,0.0,0.0,False,1.0,0.0
35,40,2,90.0,3,2,1,1.0,1.0,True,0.0,0.0,False,0.0,0.0
54,42,2,90.0,1,2,2,1.0,0.0,False,1.0,1.0,False,0.0,0.0
61,54,3,90.0,2,1,2,1.0,1.0,False,0.0,0.0,False,1.0,0.0
56,52,1,90.0,2,1,2,1.0,0.0,False,1.0,1.0,False,0.0,0.0
54,49,5,90.0,2,1,1,1.0,1.0,True,0.0,0.0,False,1.0,0.0
31,47,5,90.0,5,0,1,0.0,0.0,False,0.0,0.0,False,0.0,0.0
51,55,2,90.0,1,1,1,0.0,0.0,False,1.0,1.0,False,0.0,0.0
31,39,4,50.0,3,2,1,1.0,0.0,False,1.0,0.0,True,0.0,0.0
58,47,2,90.0,3,2,2,0.0,1.0,False,0.0,1.0,False,0.0,0.0
38,42,5,70.0,2,0,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
28,40,4,50.0,3,2,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
22,52,4,70.0,2,2,2,0.0,1.0,True,0.0,0.0,False,0.0,0.0
30,58,2,110.0,2,0,2,0.0,0.0,False,0.0,1.0,True,0.0,0.0
29,65,2,110.0,3,0,3,1.0,1.0,False,0.0,1.0,False,0.0,0.0
33,62,2,70.0,4,2,3,0.0,0.0,False,0.0,1.0,False,0.0,0.0
30,59,1,50.0,3,1,1,0.0,1.0,True,0.0,0.0,False,0.0,0.0
43,64,2,90.0,2,0,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
65,49,3,70.0,4,2,2,1.0,0.0,False,0.0,0.0,False,0.0,0.0
35,37,2,90.0,3,2,2,1.0,1.0,False,0.0,0.0,True,0.0,0.0
28,58,3,110.0,5,0,1,0.0,1.0,False,0.0,1.0,False,0.0,0.0
55,61,5,70.0,3,0,4,1.0,1.0,True,0.0,0.0,False,1.0,0.0
50,36,4,120.0,2,1,2,1.0,0.0,True,1.0,0.0,False,0.0,0.0
42,44,3,50.0,3,2,3,1.0,0.0,True,0.0,0.0,False,0.0,0.0
26,54,4,110.0,3,1,1,0.0,1.0,False,0.0,0.0,False,0.0,1.0
55,52,1,50.0,3,2,3,1.0,0.0,False,0.0,0.0,False,0.0,1.0
38,57,2,70.0,1,0,4,0.0,1.0,False,0.0,0.0,False,1.0,0.0
35,37,1,90.0,5,0,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
23,63,2,70.0,3,0,2,0.0,1.0,True,0.0,0.0,False,0.0,1.0
45,43,4,120.0,4,2,2,1.0,0.0,False,1.0,1.0,False,0.0,0.0
64,54,3,120.0,4,2,2,0.0,0.0,False,1.0,0.0,True,0.0,1.0
57,40,1,50.0,4,2,1,1.0,0.0,False,0.0,0.0,True,0.0,0.0
63,36,4,50.0,3,2,2,1.0,1.0,True,0.0,0.0,False,1.0,0.0
60,61,1,50.0,3,0,2,0.0,1.0,True,0.0,1.0,False,0.0,0.0
42,47,2,90.0,5,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
30,56,2,90.0,3,1,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
25,35,3,70.0,4,0,3,0.0,0.0,False,0.0,1.0,False,0.0,0.0
56,51,2,110.0,1,0,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
28,62,3,50.0,3,0,3,1.0,0.0,False,1.0,0.0,False,0.0,0.0
39,60,5,70.0,4,2,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
62,39,3,90.0,3,0,3,0.0,0.0,True,1.0,0.0,False,0.0,0.0
46,57,4,90.0,3,2,1,0.0,0.0,False,1.0,1.0,True,0.0,0.0
22,59,3,70.0,4,1,3,0.0,1.0,True,0.0,0.0,False,1.0,0.0
49,48,2,90.0,3,1,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
49,40,3,70.0,2,1,1,0.0,1.0,False,0.0,0.0,False,1.0,0.0
27,41,3,70.0,3,2,1,0.0,0.0,False,1.0,1.0,True,0.0,0.0
22,36,2,50.0,3,0,2,0.0,0.0,True,0.0,0.0,False,0.0,0.0
56,43,3,50.0,4,0,1,0.0,0.0,False,0.0,0.0,False,0.0,0.0
46,43,2,90.0,1,1,1,0.0,1.0,False,0.0,1.0,True,0.0,0.0
44,41,1,110.0,2,0,2,1.0,0.0,False,1.0,1.0,True,0.0,0.0
27,62,4,70.0,3,2,3,1.0,0.0,False,1.0,0.0,False,1.0,0.0
58,50,2,120.0,3,0,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
54,65,4,120.0,3,0,2,0.0,1.0,True,0.0,0.0,False,1.0,0.0
54,37,3,90.0,1,0,2,0.0,0.0,False,1.0,0.0,False,0.0,1.0
42,64,3,90.0,2,0,2,1.0,0.0,False,0.0,0.0,True,0.0,1.0
47,36,5,50.0,5,2,2,1.0,0.0,False,0.0,1.0,False,0.0,0.0
41,59,3,90.0,2,0,2,0.0,0.0,True,0.0,0.0,False,0.0,0.0
57,48,4,70.0,2,2,2,1.0,0.0,False,1.0,0.0,True,0.0,0.0
26,60,3,50.0,2,2,1,0.0,0.0,False,1.0,0.0,False,1.0,0.0
45,50,3,90.0,5,1,1,1.0,1.0,True,0.0,1.0,False,0.0,0.0
63,58,2,70.0,3,0,2,1.0,0.0,False,1.0,1.0,False,0.0,0.0
61,44,4,90.0,4,2,3,1.0,1.0,True,0.0,1.0,False,0.0,0.0
61,61,1,70.0,2,0,2,1.0,1.0,False,0.0,1.0,True,0.0,0.0
51,53,4,110.0,4,1,1,0.0,0.0,True,1.0,0.0,False,0.0,0.0
48,61,5,90.0,3,2,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
50,62,5,70.0,1,1,1,0.0,0.0,False,1.0,0.0,True,0.0,1.0
65,39,3,70.0,2,0,3,0.0,1.0,True,0.0,0.0,False,0.0,0.0
55,39,4,70.0,1,2,1,0.0,1.0,False,0.0,0.0,True,0.0,0.0
44,36,3,90.0,3,2,3,1.0,0.0,True,1.0,0.0,False,0.0,1.0
56,40,3,90.0,3,0,3,1.0,0.0,True,1.0,0.0,False,0.0,0.0
45,65,3,70.0,2,1,1,1.0,1.0,True,0.0,1.0,False,0.0,0.0
54,41,2,70.0,3,2,2,0.0,0.0,False,0.0,0.0,False,0.0,0.0
50,37,3,70.0,2,2,3,0.0,0.0,False,1.0,0.0,True,0.0,0.0
59,40,2,110.0,3,2,2,0.0,0.0,False,1.0,1.0,True,0.0,0.0
54,50,4,120.0,4,0,1,0.0,0.0,True,0.0,0.0,False,0.0,0.0
25,35,3,90.0,1,2,1,1.0,1.0,False,0.0,0.0,False,0.0,1.0
38,35,2,50.0,4,0,3,0.0,1.0,True,0.0,1.0,False,0.0,0.0
23,51,2,120.0,5,2,2,0.0,0.0,False,0.0,0.0,True,0.0,0.0
40,37,4,50.0,5,0,2,0.0,1.0,True,0.0,0.0,False,1.0,0.0
22,46,4,70.0,4,0,3,0.0,1.0,True,0.0,0.0,False,0.0,0.0
36,55,3,90.0,1,2,1,1.0,1.0,False,0.0,1.0,False,0.0,0.0
65,52,3,90.0,2,2,4,1.0,0.0,True,1.0,0.0,False,0.0,0.0
53,64,3,110.0,3,2,2,0.0,1.0,False,0.0,0.0,True,0.0,0.0
32,52,4,90.0,3,2,3,1.0,0.0,False,1.0,0.0,False,0.0,0.0
49,50,3,50.0,2,0,3,0.0,1.0,False,0.0,0.0,False,0.0,1.0
64,37,4,70.0,3,0,2,1.0,0.0,False,0.0,1.0,True,0.0,0.0
48,37,3,120.0,3,2,1,1.0,1.0,False,0.0,0.0,True,0.0,0.0
35,56,3,70.0,2,2,3,0.0,1.0,True,0.0,0.0,False,0.0,0.0
64,43,1,120.0,1,2,2,1.0,0.0,False,1.0,0.0,False,0.0,0.0
43,53,5,90.0,2,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
46,52,2,110.0,1,2,2,1.0,1.0,False,0.0,0.0,False,0.0,0.0
41,46,2,90.0,2,2,1,1.0,0.0,False,1.0,0.0,False,0.0,0.0
23,35,3,70.0,2,2,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
51,39,4,50.0,1,2,1,1.0,0.0,False,0.0,0.0,True,1.0,0.0
41,63,3,90.0,3,2,2,0.0,0.0,False,0.0,0.0,True,0.0,0.0
43,52,2,90.0,3,2,2,1.0,0.0,False,0.0,1.0,True,0.0,0.0
43,46,2,120.0,3,2,2,0.0,0.0,False,1.0,0.0,False,1.0,0.0
46,60,3,90.0,2,1,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
22,38,4,70.0,3,0,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
64,48,4,90.0,3,1,3,1.0,1.0,False,0.0,0.0,False,1.0,0.0
50,57,1,70.0,1,1,3,1.0,1.0,False,0.0,1.0,False,0.0,0.0
50,57,3,110.0,2,2,2,1.0,1.0,True,0.0,0.0,False,1.0,0.0
63,40,5,90.0,1,2,3,1.0,1.0,True,0.0,1.0,False,0.0,0.0
61,47,3,70.0,3,2,2,1.0,0.0,False,1.0,0.0,True,0.0,0.0
46,35,5,70.0,3,1,2,1.0,0.0,False,1.0,0.0,False,0.0,0.0
59,62,1,50.0,2,2,3,1.0,0.0,False,1.0,0.0,False,0.0,0.0
48,42,1,110.0,1,1,3,1.0,0.0,True,1.0,0.0,False,0.0,1.0
37,57,3,90.0,2,2,2,1.0,1.0,True,0.0,0.0,False,0.0,0.0
36,35,2,50.0,3,2,2,0.0,0.0,False,1.0,1.0,True,0.0,0.0
48,49,3,90.0,4,0,3,1.0,0.0,False,1.0,1.0,True,0.0,0.0
57,49,2,110.0,1,1,1,1.0,0.0,True,0.0,1.0,False,0.0,0.0
32,55,1,50.0,5,0,1,1.0,0.0,True,0.0,0.0,False,1.0,0.0
51,46,2,70.0,4,2,2,1.0,0.0,False,1.0,0.0,False,1.0,0.0
45,60,1,70.0,5,0,3,0.0,0.0,False,0.0,0.0,False,0.0,0.0
65,35,3,110.0,5,1,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
46,59,3,90.0,3,2,1,1.0,1.0,False,0.0,0.0,False,1.0,0.0
51,59,4,70.0,3,0,1,0.0,0.0,True,1.0,1.0,False,0.0,0.0
63,56,2,110.0,3,1,1,1.0,0.0,False,1.0,1.0,False,0.0,0.0
55,50,4,70.0,1,2,2,1.0,0.0,True,1.0,0.0,False,1.0,0.0
59,64,4,90.0,1,2,3,0.0,0.0,True,1.0,0.0,False,1.0,0.0
33,53,2,90.0,2,1,3,0.0,1.0,False,0.0,0.0,False,0.0,0.0
23,61,3,110.0,1,1,2,1.0,1.0,True,0.0,1.0,False,0.0,0.0
56,50,4,90.0,1,1,1,0.0,1.0,False,0.0,1.0,False,0.0,0.0
32,35,2,70.0,2,0,3,1.0,0.0,False,1.0,1.0,True,0.0,0.0
60,36,3,90.0,2,2,1,0.0,0.0,False,1.0,0.0,True,0.0,1.0
25,62,3,90.0,2,2,2,0.0,1.0,True,0.0,0.0,False,0.0,0.0
29,40,3,110.0,2,2,1,0.0,1.0,True,0.0,1.0,False,0.0,0.0
47,36,2,70.0,1,0,3,0.0,1.0,True,0.0,0.0,False,1.0,0.0
43,62,2,120.0,3,1,2,0.0,0.0,False,1.0,0.0,False,0.0,0.0
46,36,1,70.0,2,0,2,0.0,1.0,False,0.0,0.0,False,1.0,0.0
50,55,1,90.0,3,1,2,0.0,0.0,True,0.0,0.0,False,0.0,0.0
57,44,3,90.0,3,1,3,1.0,0.0,False,1.0,0.0,False,0.0,0.0
48,65,3,70.0,3,1,3,1.0,1.0,False,0.0,0.0,False,0.0,0.0
34,38,1,50.0,4,0,1,0.0,0.0,False,1.0,1.0,False,0.0,0.0
28,63,3,110.0,2,1,1,1.0,1.0,False,0.0,1.0,False,0.0,0.0
63,40,3,70.0,4,2,1,0.0,0.0,False,0.0,0.0,False,0.0,0.0
64,51,3,90.0,1,0,2,0.0,1.0,False,0.0,0.0,False,1.0,0.0
25,43,4,90.0,2,2,3,0.0,1.0,False,0.0,0.0,False,0.0,0.0
43,38,2,90.0,1,2,1,0.0,1.0,False,0.0,0.0,False,0.0,0.0
30,41,4,90.0,3,1,1,0.0,0.0,True,1.0,0.0,False,0.0,0.0
26,58,4,110.0,3,1,1,1.0,0.0,False,1.0,0.0,False,0.0,1.0
27,56,1,90.0,4,0,1,0.0,0.0,False,1.0,0.0,False,0.0,0.0
34,48,3,70.0,1,2,4,1.0,1.0,True,0.0,0.0,False,1.0,0.0
56,54,3,120.0,3,1,1,1.0,1.0,False,0.0,0.0,True,1.0,0.0
36,38,2,50.0,2,0,2,0.0,1.0,False,0.0,0.0,False,0.0,1.0
47,47,2,50.0,2,1,1,1.0,1.0,False,0.0,0.0,False,0.0,1.0
35,50,3,110.0,3,1,1,0.0,0.0,False,1.0,0.0,False,0.0,1.0
31,63,1,90.0,3,2,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
59,40,1,90.0,1,0,3,0.0,0.0,False,1.0,0.0,False,0.0,1.0
51,45,4,90.0,4,0,3,0.0,0.0,True,1.0,0.0,False,0.0,0.0
44,47,3,90.0,3,2,2,0.0,0.0,True,1.0,0.0,False,1.0,0.0
25,43,4,90.0,2,2,2,1.0,0.0,True,1.0,0.0,False,0.0,0.0
54,50,2,70.0,2,1,1,1.0,1.0,True,0.0,0.0,False,0.0,0.0
62,37,2,90.0,3,0,2,1.0,1.0,False,0.0,1.0,False,0.0,0.0
53,53,3,90.0,4,0,1,0.0,0.0,False,1.0,0.0,True,0.0,0.0
43,56,3,120.0,4,0,1,1.0,1.0,True,0.0,0.0,False,0.0,0.0
